id,name,movie_id
28.0,Action,13988
53.0,Thriller,13988
35.0,Comedy,23398
10751.0,Family,23398
16.0,Animation,23398
14.0,Fantasy,23398
10402.0,Music,23398
35.0,Comedy,26123
28.0,Action,33613
53.0,Thriller,33613
80.0,Crime,33613
9648.0,Mystery,33613
35.0,Comedy,20551
18.0,Drama,20551
10751.0,Family,20551
27.0,Horror,26961
14.0,Fantasy,26961
878.0,Science Fiction,26961
28.0,Action,81895
12.0,Adventure,81895
28.0,Action,25602
80.0,Crime,25602
18.0,Drama,25602
53.0,Thriller,25602
14.0,Fantasy,2395
12.0,Adventure,2395
35.0,Comedy,2395
10751.0,Family,2395
16.0,Animation,13382
10751.0,Family,13382
28.0,Action,15255
80.0,Crime,15255
53.0,Thriller,15255
28.0,Action,13522
12.0,Adventure,13522
18.0,Drama,13522
36.0,History,13522
80.0,Crime,33395
35.0,Comedy,33395
9648.0,Mystery,33395
53.0,Thriller,33395
16.0,Animation,42137
28.0,Action,42137
12.0,Adventure,42137
18.0,Drama,42137
878.0,Science Fiction,42137
18.0,Drama,24253
28.0,Action,24253
53.0,Thriller,24253
80.0,Crime,24253
9648.0,Mystery,24253
12.0,Adventure,32657
14.0,Fantasy,32657
10751.0,Family,32657
35.0,Comedy,27561
80.0,Crime,27561
28.0,Action,15357
53.0,Thriller,15357
80.0,Crime,15357
35.0,Comedy,23023
10751.0,Family,23023
14.0,Fantasy,23023
53.0,Thriller,10664
27.0,Horror,10664
27.0,Horror,28739
10751.0,Family,12155
14.0,Fantasy,12155
12.0,Adventure,12155
35.0,Comedy,20618
80.0,Crime,16763
53.0,Thriller,16763
28.0,Action,59719
16.0,Animation,59719
35.0,Comedy,59719
10770.0,TV Movie,59719
27.0,Horror,29426
878.0,Science Fiction,29426
35.0,Comedy,31723
18.0,Drama,31723
53.0,Thriller,5753
28.0,Action,5753
99.0,Documentary,32688
10769.0,Foreign,32688
35.0,Comedy,42342
10749.0,Romance,42342
