name,id,movie_id
Spyglass Entertainment,158.0,6038
Touchstone Pictures,9195.0,6038
Birnbaum / Barber Productions,58262.0,6038
Jackie Chan Films Limited,58263.0,6038
All Knight Productions,58264.0,6038
Walt Disney Pictures,2.0,14873
Walt Disney Television Animation,3475.0,14873
Walt Disney Animation Australia,3476.0,14873
DisneyToon Studios,5391.0,14873
United Artists,60.0,17264
High Road,3066.0,15347
Kadokawa Shoten Publishing Co. Ltd.,1194.0,2671
Omega Project,1195.0,2671
Sandrews,1728.0,42695
Lionsgate,1632.0,2662
Spectacle Entertainment Group,10370.0,2662
Twentieth Century Fox Film Corporation,306.0,36658
Donners' Company,431.0,36658
Bad Hat Harry Productions,9168.0,36658
Marvel Enterprises,19551.0,36658
XM2 Productions,79026.0,36658
XF2 Canada Productions,79027.0,36658
Columbia Pictures,5.0,10708
Revolution Studios,497.0,10708
Davis Entertainment,1302.0,10708
Village Roadshow Pictures,79.0,604
NPV Entertainment,172.0,604
Heineken Branded Entertainment,375.0,604
Silver Pictures,1885.0,604
Warner Bros.,6194.0,604
Mate Producciones S.A.,732.0,1555
4 Kids Entertainment,34231.0,33875
Universal Pictures,33.0,310
Spyglass Entertainment,158.0,310
Shady Acres Entertainment,159.0,310
Pit Bull Productions,160.0,310
Pixar Animation Studios,3.0,12
Summit Entertainment,491.0,9902
Newmarket Capital Group,506.0,9902
Regency Enterprises,508.0,9902
Constantin Film Produktion,5755.0,9902
Stan Winston Studio,24211.0,9902
Media Cooperation One,24212.0,9902
DCP Wrong Turn Productions,53350.0,9902
Mikona Productions GmbH & Co. KG,24.0,584
Universal Pictures,33.0,584
Original Film,333.0,584
Ardustry Entertainment,26281.0,584
New Line Cinema,12.0,10152
Nickelodeon Movies,2348.0,20694
Paramount Animation,24955.0,20694
Hammer Film Productions,1314.0,35669
DNA Films,284.0,170
British Film Council,10889.0,170
Type A Films,2308.0,10327
Marc Platt Productions,2527.0,10327
Metro-Goldwyn-Mayer (MGM),8411.0,10327
Columbia Pictures,5.0,296
Intermedia Films,763.0,296
Warner Bros.,6194.0,296
C-2 Pictures,7340.0,296
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116.0,296
Mostow/Lieberman Productions,23636.0,296
Walt Disney Pictures,2.0,22
Jerry Bruckheimer Films,130.0,22
Columbia Pictures Corporation,441.0,8961
Don Simpson/Jerry Bruckheimer Films,10288.0,8961
Universal Pictures,33.0,9486
StudioCanal,694.0,9486
Paramount Pictures,4.0,1996
Toho-Towa,657.0,1996
Mutual Film Company,762.0,1996
Lawrence Gordon Productions,840.0,1996
British Broadcasting Corporation (BBC),3324.0,1996
October Pictures,14362.0,1996
Eidos Interactive,19105.0,1996
Dimension Films,7405.0,12279
Universal Pictures,33.0,8273
Zide-Perry Productions,3169.0,8273
LivePlanet,7161.0,8273
Loumolo & Co.,52942.0,8273
Original Film,333.0,9257
Columbia Pictures Corporation,441.0,9257
Camelot Pictures,11728.0,9257
Chris Lee Productions,20033.0,9257
Illusion Entertainment,20034.0,9257
Vanguard Films,614.0,33954
New Line Cinema,12.0,6466
Cecchi Gori Group Tiger Cinematografica,371.0,6466
Avery Pix,1565.0,6466
Sean S. Cunningham Films,17611.0,6466
Crystal Lake Entertainment,21783.0,6466
WTC Productions,50102.0,6466
Yannix Technology Corporation,53063.0,6466
Splendid Pictures,368.0,10923
Maverick Films,4000.0,10923
Metro-Goldwyn-Mayer (MGM),8411.0,10923
Dylan Sellers Productions,8807.0,10923
Madacy Entertainment,12027.0,10923
Universal Pictures,33.0,9362
No Frills Film Production,3851.0,9362
United Artists,60.0,936
Mirisch G-E Productions,23533.0,936
United Artists,60.0,12268
Amjo Productions,23534.0,12268
Cracking the Earth Films,2257.0,7504
Kaleidoscope Entertainment,2141.0,513
Trial by Fire Films,2142.0,513
United Artists,60.0,11351
American Zoetrope,70.0,11351
Myriad Pictures,738.0,11351
Jeepers Creepers II,53348.0,11351
Telespan 2000,1181.0,2722
Impala,1183.0,2722
Lions Gate Films,35.0,11547
Tonic Films,2763.0,11547
Down Home Entertainment,22953.0,11547
Cabin Pictures,22954.0,11547
Black Sky Entertainment,22955.0,11547
Deer Path Films,22956.0,11547
Columbia Pictures Corporation,441.0,1428
Dimension Films,7405.0,1428
Troublemaker Studios,10807.0,1428
Golden Harvest Company,2521.0,10617
Golden Harvest Company,2521.0,10618
Golden Harvest Company,2521.0,10619
Film Workshop,3618.0,10619
Dead Films,2482.0,8408
Laurel Entertainment,2483.0,8408
Toei,5822.0,8408
Lakeshore Entertainment,126.0,277
Laurinfilm,7733.0,277
Subterranean Productions LLC,7734.0,277
Subterranean Productions UK Ltd.,7735.0,277
Underworld Produktions GmbH,7736.0,277
Lama Films,15.0,17614
Lama Productions,91.0,17614
Israel Cable Programming (ICP),93095.0,17614
National Lampoon Productions,3432.0,18113
Universal Pictures,33.0,11806
Northern Lights Entertainment,8816.0,11806
Universal Pictures,33.0,10438
Northern Lights Entertainment,8816.0,10438
Copperheart Entertainment,5106.0,9871
Lucasfilm,1.0,33258
Universal Pictures,33.0,33258
Miramax Films,14.0,24
A Band Apart,59.0,24
Super Cool ManChu,39121.0,24
New Line Cinema,12.0,9373
Next Entertainment,1633.0,9373
Platinum Dunes,2481.0,9373
Focus Features,10146.0,9373
Radar Pictures,14718.0,9373
Chainsaw Productions LLC,53404.0,9373
Dimension Films,7405.0,4256
Brad Grey Pictures,10958.0,4256
Walt Disney Feature Animation,10217.0,10009
Mediacorp Raintree Pictures,3405.0,10389
Applause Pictures,5346.0,10389
Hammer Film Productions,1314.0,3117
Epic Productions,1988.0,897
Universal Pictures,33.0,27117
Universal Pictures,33.0,44383
Village Roadshow Pictures,79.0,605
NPV Entertainment,172.0,605
Silver Pictures,1885.0,605
Warner Bros.,6194.0,605
Sandollar Productions,5842.0,11846
Touchstone Pictures,9195.0,11846
Columbia Pictures,5.0,10147
Triptych Pictures,14722.0,10147
Dimension Films (US version),71989.0,10147
Universal Pictures,33.0,9556
Renaissance Pictures,467.0,9556
Amicus Productions,4630.0,38939
Metromedia Producers Corporation,5740.0,38939
United Artists,60.0,860
Sherwood Productions,8791.0,860
Lamb Bear Entertainment,2333.0,8010
Imagine Entertainment,23.0,951
Universal Pictures,33.0,951
Nippon Shuppan Hanbai (Nippan) K.K.,3032.0,3176
GAGA,3656.0,3176
WoWow,5073.0,3176
AM Associates,11538.0,3176
Kobi Co.,11539.0,3176
MF Pictures,11540.0,3176
Wolfkill,3975.0,11824
United Artists,60.0,1594
Mirisch Films Limited,92221.0,1594
Trimark Pictures,4063.0,11811
Les Films du Carrosse,53.0,255
Les Productions Artistes Associés,64.0,255
Universal Pictures,33.0,10028
Marc Platt Productions,2527.0,10028
NuAmerica Entertainment,41963.0,10028
WingNut Films,11.0,122
New Line Cinema,12.0,122
Twentieth Century Fox Film Corporation,306.0,11007
Robert Simonds Productions,3929.0,11007
Vía Digital,357.0,11429
Filmax,3631.0,11429
Castelao Producciones,7956.0,11429
Fantastic Factory (Filmax),14332.0,11429
White Mountain Films,1879.0,5205
New Line Cinema,12.0,1954
FilmEngine,816.0,1954
Katalyst Films,817.0,1954
BenderSpink,6363.0,1954
Province of British Columbia Production Services Tax Credit,12200.0,1954
Metro-Goldwyn-Mayer (MGM),8411.0,21301
American International Pictures (AIP),9266.0,30566
Power Productions,20227.0,30566
American International Pictures (AIP),9266.0,42466
Power Productions,20227.0,42466
Cannon Group,1444.0,9838
Golan-Globus Productions,13549.0,9838
Cannon Productions,38215.0,9838
Miramax Films,14.0,10677
Lions Gate Films,35.0,10677
Artisan Entertainment,2188.0,10677
Lawrence Bender Productions,2253.0,10677
Havana Nights LLC,22879.0,10677
Splendid Pictures,368.0,17047
Maverick Films,4000.0,17047
Metro-Goldwyn-Mayer (MGM),8411.0,17047
Dylan Sellers Productions,8807.0,17047
Madacy Entertainment,12027.0,17047
Mosaic Media Group,748.0,11024
Warner Bros.,6194.0,11024
Columbia Pictures,5.0,1487
Revolution Studios,497.0,1487
Dark Horse Entertainment,552.0,1487
Lawrence Gordon Productions,840.0,1487
Starlite Films,21497.0,1487
Metro-Goldwyn-Mayer (MGM),8411.0,11358
Mandeville Films,10227.0,11358
WWE Studios,10339.0,11358
Hyde Park Entertainment,13816.0,11358
Burke/Samples/Foster Productions,23938.0,11358
Cub Eight Productions,23940.0,11358
Cheyenne Enterprises,890.0,2122
Franchise Pictures,1403.0,2122
MHF Zweite Academy Film,8848.0,2122
Eclipse Catering,23787.0,2122
Nine Yards Two Productions,51771.0,2122
Nine Yards Productions,51772.0,2122
Laurel Group,638.0,923
Dawn Associates,83715.0,923
Bing Crosby Productions,5409.0,34082
Miramax Films,14.0,393
A Band Apart,59.0,393
Super Cool ManChu,39121.0,393
Universal Pictures,33.0,7131
Stillking Films,11345.0,7131
"Sommers Company, The",19643.0,7131
Dream Entertainment,1630.0,10035
Eon Productions,7576.0,667
Eon Productions,7576.0,700
PSO International,427.0,36670
TaliaFilm II Productions,67984.0,36670
Woodcote,67985.0,36670
Babylonian Productions,2181.0,10940
Turner Network Television (TNT),5730.0,10940
Golan-Globus,1445.0,16113
RKO Radio Pictures,6.0,25508
Film Bangkok,1240.0,39907
BEC-TERO Entertainment,7663.0,39907
TriStar Pictures,559.0,9545
Iguana Producciones,11134.0,9545
Baltimore Pictures,11407.0,9545
Sniper Productions,11409.0,9545
Babylonian Productions,2181.0,10916
Turner Network Television (TNT),5730.0,10916
Babylonian Productions,2181.0,10921
Turner Network Television (TNT),5730.0,10921
Babylonian Productions,2181.0,10941
Turner Network Television (TNT),5730.0,10941
Metro-Goldwyn-Mayer (MGM),8411.0,14589
Metro-Goldwyn-Mayer (MGM),8411.0,14594
Metro-Goldwyn-Mayer (MGM),8411.0,14590
Metro-Goldwyn-Mayer (MGM),8411.0,14588
Metro-Goldwyn-Mayer (MGM),8411.0,14595
Little Shark Entertainment GmbH,736.0,1583
Eastern Productions,3359.0,17653
MCA/Universal Pictures,3852.0,11069
Stampede Entertainment,3853.0,11069
Stampede Entertainment,3853.0,10829
Universal Family and Home Entertainment,3854.0,10829
Hammer Film Productions,1314.0,31952
Hammer Film Productions,1314.0,3075
Svensk Filmindustri (SF),6181.0,11506
Svensk Filmindustri (SF),6181.0,29455
Svensk Filmindustri (SF),6181.0,11602
The Foundation,11492.0,42632
Media Asia Films,5552.0,10775
Empire Pictures,1212.0,15618
Altar Productions,13085.0,15618
New World Pictures,1950.0,13282
Steen Herdel Filmproduktion,165.0,250
Cannon Group,1444.0,19086
Metro-Goldwyn-Mayer (MGM),8411.0,19086
Zentropa Entertainments,76.0,15824
Cino del Duca,2342.0,5165
Critérion Film,10563.0,19128
CEI Incom,10795.0,19128
Central Cinema Company Film (CCC),18908.0,19128
Blurco,2765.0,33560
Tokyo Movie Shinsha (TMS),9155.0,15371
DreamWorks SKG,27.0,809
Pacific Data Images (PDI),520.0,809
DreamWorks Animation,521.0,809
1492 Pictures,436.0,673
Heyday films,437.0,673
Warner Bros.,6194.0,673
One Race Films,7154.0,2789
Radar Pictures,14718.0,2789
Twentieth Century Fox Film Corporation,306.0,8920
Davis Entertainment,1302.0,8920
Twentieth Century Fox Animation,11749.0,8920
Warner Bros.,6194.0,11546
Twentieth Century Fox Film Corporation,306.0,17481
Twentieth Century Fox Film Corporation,306.0,27118
Shôchiku Eiga,5070.0,31217
Ninjin Club,7040.0,31217
Toho Film (Eiga) Co. Ltd.,622.0,38582
Toho Company,882.0,38582
Toho Eizo Co.,70472.0,38582
Silver Screen Partners,514.0,9542
TriStar Pictures,559.0,9542
HBO Pictures,3078.0,9542
New World Pictures,1950.0,10606
Cinema Group Ventures,11142.0,10606
New Pictures Group,95337.0,10606
United Artists,60.0,6081
Jewel Productions,10257.0,6081
Pimlico Films,10258.0,6081
Sellers-Edwards productions,23537.0,6081
ARP Sélection,189.0,2330
Cofimage 9,1074.0,2330
TF1 Films Production,3823.0,2330
Canal+,5358.0,2330
EuropaCorp,6896.0,2330
Studio Image 4,79076.0,2330
Europa Corp,1075.0,2334
Columbia Pictures,5.0,558
Laura Ziskin Productions,326.0,558
Marvel Enterprises,19551.0,558
Castle Rock Entertainment,97.0,80
Detour Film Production,98.0,80
Warner Independent Pictures (WIP),11509.0,80
Apatow Productions,10105.0,8699
Gaylord Films,5367.0,11247
Warner Bros.,6194.0,11247
Dylan Sellers Productions,8807.0,11247
Clifford Werber Productions,46051.0,11247
Universal Pictures,33.0,2502
The Kennedy/Marshall Company,862.0,2502
Hypnotic,7384.0,2502
Motion Picture THETA Produktionsgesellschaft,11346.0,2502
Ludlum Entertainment,11347.0,2502
The Mirisch Corporation,219.0,12625
The Mirisch Production Company,11579.0,12625
The Mirisch Production Company,11579.0,43417
Universal Pictures,33.0,20408
Universal Pictures,33.0,18706
Universal Pictures,33.0,34327
Universal Studios,13.0,20417
Century 21 Television,6141.0,35780
Associated Television (Overseas) Limited,52451.0,35780
Century 21 Television,6141.0,25361
Associated Television International,15641.0,25361
New Line Cinema,12.0,11282
Walt Disney Pictures,2.0,11130
Impact Pictures,248.0,395
Studio Babelsberg,264.0,395
Twentieth Century Fox Film Corporation,306.0,395
Davis Entertainment,1302.0,395
Stillking Films,11345.0,395
Brandywine Productions,19747.0,395
Lonlink Productions,19828.0,395
Kut Productions,19829.0,395
Inside Track Films,19834.0,395
Charenton Productions Limited,19835.0,395
Revolution Sun Studios,76043.0,395
Paramount Pictures,4.0,10762
De Line Pictures,2609.0,10762
Morgan Creek Productions,10210.0,11026
Dominion Productions,36452.0,11026
Screen Gems,3287.0,11237
Middle Fork Productions,3803.0,11237
Republic Pictures,1432.0,24924
Meridian Productions,8634.0,24924
Paragon Arts International,17951.0,24924
Impact Pictures,248.0,1577
Constantin Film Ltd.,53530.0,1577
Shapiro-Glickenhaus Entertainment,16636.0,27816
Shapiro-Glickenhaus Entertainment,16636.0,27815
Ghost House Pictures,768.0,1970
Vertigo Entertainment,829.0,1970
Senator International,830.0,1970
Colombia Pictures,4154.0,1970
Fellah Pictures,4710.0,1970
Lions Gate Films,35.0,176
Twisted Pictures,2061.0,176
Evolution Entertainment,23019.0,176
Saw Productions Inc.,55405.0,176
Walt Disney Pictures,2.0,9806
Pixar Animation Studios,3.0,9806
Miramax Films,14.0,9801
Universal Pictures,33.0,9801
Studio Canal,5870.0,9801
Working Title Films,10163.0,9801
Atlantic Television,11357.0,9801
Little Bird,11358.0,9801
Walt Disney Pictures,2.0,2059
Jerry Bruckheimer Films,130.0,2059
Saturn Films,831.0,2059
Junction Entertainment,19097.0,2059
Paramount Pictures,4.0,11836
Nickelodeon Movies,2348.0,11836
United Plankton Pictures,8921.0,11836
New Line Cinema,12.0,36648
Amen Ra Films,421.0,36648
Shawn Danielle Productions Ltd.,8851.0,36648
Imaginary Forces,11321.0,36648
Marvel Enterprises,19551.0,36648
Peter Frankfurt Productions,42209.0,36648
Universal Pictures,33.0,28421
Universal Pictures,33.0,27970
Hal Roach Studios,2159.0,23101
RKO Radio Pictures,6.0,28436
Mosfilm,5120.0,9797
TsOKS,26497.0,9797
Paramount Pictures,4.0,31980
Bing Crosby Productions,5409.0,31980
Hope Enterprises,14069.0,31980
Paramount Pictures,4.0,30801
Toho Company,882.0,31372
Toho Company,882.0,31374
Toho Company,882.0,31378
Shôchiku Eiga,5070.0,34528
Shôchiku Eiga,5070.0,34530
Ninjin Club,7040.0,34530
Paris Film,7046.0,21135
Cineriz,9387.0,21135
Interopa Film,21078.0,21135
Seven Arts Productions,516.0,17102
Hammer Film Productions,1314.0,17102
Belvision,5850.0,11047
Dargaud Films,5851.0,11047
Belvision,5850.0,9929
Dargaud Films,5851.0,9929
Hammer Film Productions,1314.0,29778
Hammer Film Productions,1314.0,29748
Daiei Studios,881.0,70327
West Film,4241.0,9394
Hammer Film Productions,1314.0,34479
Svensk Filmindustri (SF),6181.0,40732
American International Pictures (AIP),9266.0,18250
Hammer Film Productions,1314.0,33020
Gaumont,9.0,12089
Madeleine Films,1147.0,12089
Les Productions de la Guéville,17873.0,12089
Katsu Production Co. Ltd.,3038.0,41471
Katsu Production Co. Ltd.,3038.0,17810
Rafran Cinematografica,218.0,9474
Les Films Jacques Leitienne,1639.0,9474
Rialto Film Preben-Philipsen,3602.0,9474
Alcinter,12726.0,9474
Bing Crosby Productions,5409.0,25473
Trinacra Films,4765.0,24402
Orphée Productions,10496.0,24402
Halicki Productions,15489.0,16246
Comedian Intl Enterprise Productions (C.I.E.),17953.0,19174
Dargaud Films,5851.0,9385
Les Productions René Goscinny,7963.0,9385
Studios Idéfix,7964.0,9385
Trinacra Films,4765.0,28209
Twentieth Century Fox Film Corporation,306.0,10711
ABC Circle Films,2166.0,38783
Dan Curtis Productions,9228.0,38783
American International Pictures (AIP),9266.0,10640
Rankin/Bass Productions,688.0,1362
Trinacra Films,4765.0,33701
Ragewar Productions,6447.0,33701
Lucasfilm,1.0,1884
Korty Films,775.0,1884
TriStar Pictures,559.0,27414
Dargaud Films,5851.0,8868
Gaumont International,7961.0,8868
Les Productions René Goscinny,7963.0,8868
Rodeo Productions,1641.0,29903
Aries Cinematográfica Argentina,5462.0,29903
Lucasfilm,1.0,10372
Golden Way Films Ltd.,3054.0,9056
Paragon Films Ltd.,3055.0,9056
Gaumont International,7961.0,9318
Gutenberghus,7962.0,9318
First Floor Features,938.0,10570
Cinema City Company Limited,76530.0,11471
New World Pictures,1950.0,22572
Cinema City,13660.0,30421
Cinema City,13660.0,18305
Studio DEEN,8182.0,14571
Theatre Of Material,69112.0,1483
Gladden Entertainment,1648.0,34376
Triana Films,87594.0,29904
Danmarks Radio (DR),119.0,34683
Memfis Film,321.0,34683
J&M Entertainment,12474.0,34683
Cannon Group,1444.0,25684
International Movie Service S.r.l.,11513.0,25684
Mandarin Films Distribution Co,6949.0,18817
Trimark Pictures,4063.0,16437
Anglo-American Film Corporation,72479.0,16437
Trimark Pictures,4063.0,35610
Wega Film,224.0,32764
Golden Harvest Company,2521.0,26877
Wong Jing's Workshop,23480.0,26877
Renaissance Pictures,467.0,18998
Warner Bros.,6194.0,11067
Morgan Creek Productions,10210.0,11067
Sony Music Entertainment Japan,648.0,12613
Group TAC,5397.0,12613
Capcom,7220.0,12613
Les Films du Losange,223.0,37563
Canal+,5358.0,37563
La Sept Cinéma,16366.0,37563
Sofilmka,95472.0,37563
Filmteknik,6180.0,16003
Balboa Entertainment,20987.0,2061
Moviola Film och Television AB,6782.0,17629
TV4 Sweden AB,8267.0,17629
Yellow Cottage,17809.0,17629
Walt Disney Pictures,2.0,9732
Walt Disney Animation Australia,3476.0,9732
DisneyToon Studios,5391.0,9732
A Band Apart,59.0,10213
Dimension Films,7405.0,10213
Los Hooligans Productions,11705.0,10213
A Band Apart,59.0,12095
Dimension Films,7405.0,12095
Los Hooligans Productions,11705.0,12095
CARTEL S.A.,1026.0,1283
Rocabruno S.A.,1027.0,1283
Senator Film Produktion,191.0,344
Becker & Häberle Filmproduktion GmbH,5011.0,344
Traumwerk Filmproduktion GmbH,8465.0,344
DC Comics,429.0,15805
Warner Bros. Animation,2785.0,15805
Saban Entertainment,2106.0,11508
Fox Family Films,11232.0,11508
Aurora Productions,1087.0,12485
Artisan Entertainment,2188.0,12485
TV Tokyo,3034.0,18491
Gainax,3041.0,18491
Movic,3466.0,18491
SEGA,5511.0,18491
Toei Animation,5542.0,18491
Kadokawa Shoten Publishing Co.,9068.0,18491
Production I.G.,12657.0,18491
Project Eva,21503.0,18491
Star Child Recording,21504.0,18491
The Kushner-Locke Company,2499.0,39927
Les Armateurs,6973.0,21348
Radio Télévision Belge Francophone (RTBF),7466.0,21348
Monipoly Productions,8175.0,21348
France 3 Cinema,16804.0,21348
ARP Sélection,189.0,2332
TF1 Films Productions,356.0,2332
Kinokompaniya CTB,886.0,20882
Nikola Film,13205.0,20882
Original Film,333.0,5458
Newmarket Capital Group,506.0,5458
Columbia TriStar Television,10471.0,5458
Team Todd,598.0,28031
HBO Films,7429.0,28031
Walt Disney Television Animation,3475.0,15653
Toei Company,9255.0,39872
Neo Art & Logic,2811.0,10706
Dimension Films,7405.0,10706
Creative Thinking International Ltd.,3269.0,17208
Thura Film,2105.0,10751
Renn Productions,82.0,2899
Canal Plus,104.0,2899
La Petite Reine,1992.0,2899
TF1 Films Production,3823.0,2899
Chez Wam,8006.0,2899
Centre National de la Cinématographie (CNC),18367.0,2899
KC Medien,22182.0,2899
Katharina,22370.0,2899
"Toho Pictures, Inc.",74807.0,36243
Lions Gate Films,35.0,10726
Lions Gate Films,35.0,437
Ghost House Pictures,768.0,437
Sweetwater AB,47356.0,100973
CJ Entertainment,7036.0,4689
Studio Box,11340.0,4689
Columbia Pictures,5.0,18248
Franchise Pictures,1403.0,18248
Walt Disney Pictures,2.0,11430
Walt Disney Animation Australia,3476.0,11430
DisneyToon Studios,5391.0,11430
Boje Buck Produktion,230.0,4326
Toei Video Company,9221.0,32250
Toei Video Company,9221.0,44203
Stampede Entertainment,3853.0,10891
Universal Pictures,33.0,12540
Europa Corp,1075.0,60672
TF1 Films Production,3823.0,60672
Filmauro,4753.0,60672
Canal+,5358.0,60672
Studio Légende,22223.0,60672
Epica Ltd.,22224.0,60672
Sandstorm Films,2876.0,14245
Fukasaku-gumi,1352.0,3177
Media Asia Films,5552.0,10855
Bandai Visual Company,528.0,12140
Production I.G.,12657.0,12140
Copperheart Entertainment,5106.0,10361
Oz Company,4563.0,11838
Egg Films,398.0,670
Show East,399.0,670
Lions Gate Films,35.0,12583
49 Film,18972.0,12583
Kadokawa Eiga K.K.,6768.0,9694
Shogakukan Production,5261.0,22537
Startroop Pictures Inc.,3483.0,10304
Tippett Studio,18616.0,10304
Nikkatsu,955.0,9666
Kadokawa Shoten Publishing Co. Ltd.,1194.0,9666
Oz Company,4563.0,9666
Xanadeux Company,5815.0,9666
Pioneer L.D.C,7776.0,9666
Tokyo Theaters Company,12497.0,9666
Aozora Investments,14644.0,9666
Baa-Ram-Ewe,4206.0,9316
Sahamongkolfilm Co.,4207.0,9316
Media Asia Films,5552.0,11647
Excel Entertainment,2934.0,10105
Plunge Pictures LLC,22376.0,83
Media Asia Films,5552.0,14310
DreamWorks,7.0,10320
BenderSpink,6363.0,10320
Parkes+MacDonald Image Nation,49325.0,10320
CTB Film Company,318.0,62276
Pygmalion Production,25924.0,62276
Amuse Pictures,4475.0,5889
Columbia TriStar,177.0,5460
Original Film,333.0,5460
Newmarket Capital Group,506.0,5460
Lord of the Wind,2453.0,8357
Coproducción Hong Kong-Tailandia-Singapur,52134.0,24674
Miramax Films,14.0,12597
Neo Art & Logic,2811.0,12597
Weinstein Company,6323.0,12597
Dimension Films,7405.0,12597
DreamWorks SKG,27.0,693
Universal Pictures,33.0,693
Everyman Pictures,2242.0,693
Tribeca Productions,11391.0,693
Universal Pictures,33.0,11804
Brightlight Pictures,1063.0,11804
Endgame Entertainment,1205.0,11804
The Movie Network (TMN),3388.0,11804
Canadian Film or Video Production Tax Credit (CPTC),8582.0,11804
Province of British Columbia Film Incentive BC,11567.0,11804
Corus,11573.0,11804
Gold Circle Films,12026.0,11804
White Noise UK Ltd.,55258.0,11804
Fair Film,1399.0,23832
Cecchi Gori Group,5891.0,23832
Toho Company,882.0,11633
Tokyo Broadcasting System (TBS),1393.0,11633
Appleseed Film Partners,3360.0,11633
Digital Frontier,3361.0,11633
Geneon Entertainment,3362.0,11633
Mainichi Broadcasting System (MBS),3363.0,11633
Micott Basara K.K.,3364.0,11633
TYO Productions,3365.0,11633
AB Svensk Filmindustri,112.0,12127
Beta Film,1080.0,12127
Nord Art AB,41269.0,12127
Les Films 21,1113.0,27549
Republic Pictures,1432.0,27549
Columbia Pictures,5.0,11637
Revolution Studios,497.0,11637
Cube Vision,2780.0,11637
Boll Kino Beteiligungs GmbH & Co. KG,1062.0,12142
Brightlight Pictures,1063.0,12142
Herold Productions,1064.0,12142
Lionsgate,1632.0,12142
Infogrames Entertainment,2998.0,12142
Ghost House Pictures,768.0,8968
Senator International,830.0,8968
Screen Gems,3287.0,8968
Pacific Renaissance Pictures Ltd.,7893.0,8968
Westdeutscher Rundfunk (WDR),7025.0,661
Albatros Filmproduktion,8568.0,661
Trio Films,10482.0,661
Filmverlag der Autoren,10869.0,661
Fengler Films,11625.0,661
Tango Film,11626.0,661
New Line Cinema,12.0,10214
Pathé Distribution,3012.0,10214
Bazelevs Production,1038.0,3040
Channel One Russia,1039.0,3040
TABBAK,1040.0,3040
The First Channel,1272.0,3040
Hal Roach Studios,2159.0,44875
Valoria Films,72.0,258
Fida cinematografica,73.0,258
Double Feature Films,215.0,4551
Jersey Films,216.0,4551
Nina Saxon Film Design,1693.0,4551
Metro-Goldwyn-Mayer (MGM),8411.0,4551
Toho,5897.0,3115
Toho Film (Eiga) Co. Ltd.,622.0,6593
Mad Circus Films,3547.0,438
Lions Gate Entertainments,7035.0,438
Mr. X,44323.0,438
Village Roadshow Pictures,79.0,10040
Castle Rock Entertainment,97.0,10040
Fortis Films,4258.0,10040
Toho Company,882.0,19545
United Productions of America (UPA),8409.0,19545
Dimension Films,7405.0,187
Troublemaker Studios,10807.0,187
Miramax,53009.0,187
United Artists,60.0,47406
Les Productions Artistes Associés,64.0,47406
Produzioni Europee Associati (PEA),7508.0,47406
Platinum Dunes,2481.0,10065
Dimension Films,7405.0,10065
Metro-Goldwyn-Mayer (MGM),8411.0,10065
Radar Pictures,14718.0,10065
Original Film,333.0,11679
Columbia Pictures Corporation,441.0,11679
Revolution Studios,497.0,11679
Golden Harvest Company,2521.0,24444
Katsu Production Co. Ltd.,3038.0,24444
Daiei Motion Picture Company,3214.0,24444
Movic,3466.0,9463
Lucasfilm,1.0,1895
Universal Pictures,33.0,28423
DreamWorks SKG,27.0,953
Pacific Data Images (PDI),520.0,953
DreamWorks Animation,521.0,953
Morgan Creek Productions,10210.0,12700
DiNovi Pictures,813.0,9779
Alcon Entertainment,1088.0,9779
Alloy Entertainment,10067.0,9779
Toho Film (Eiga) Co. Ltd.,622.0,18289
DC Comics,429.0,272
Legendary Pictures,923.0,272
Warner Bros.,6194.0,272
DC Entertainment,9993.0,272
Syncopy,9996.0,272
Patalex III Productions Limited,19231.0,272
Toho Film (Eiga) Co. Ltd.,622.0,15767
Walt Disney Pictures,2.0,11451
Robert Simonds Productions,3929.0,11451
Universal Pictures,33.0,11683
Atmosphere Entertainment MM,2995.0,11683
Romero-Grunwald Productions,55518.0,11683
Exception Wild Bunch,55519.0,11683
Svensk Filmindustri (SF),6181.0,42488
Toho Film (Eiga) Co. Ltd.,622.0,39464
Toho Company,882.0,39464
Lowndes Productions Limited,1802.0,4889
Twentieth Century Fox Film Corporation,306.0,9738
1492 Pictures,436.0,9738
Constantin Film Produktion,5755.0,9738
Marvel Enterprises,19551.0,9738
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,26149.0,9738
StudioCanal,694.0,1826
TPS Cinéma,884.0,1826
Lunar Films,2568.0,1826
Canal+,5358.0,1826
Ce Qui Me Meut Motion Pictures,10572.0,1826
France 2 Cinéma,15671.0,1826
Lions Gate Films,35.0,1696
Cinerenta Medienbeteiligungs KG,995.0,1696
Firm Films,1838.0,1696
Cinelamda Internationale Filmproduktionsgesellschaft,45966.0,1696
Village Roadshow Pictures,79.0,6519
Gerber Pictures,975.0,6519
Warner Bros.,6194.0,6519
WV Films III,12202.0,6519
Columbia Pictures Corporation,441.0,11453
Out of the Blue... Entertainment,879.0,11453
Happy Madison Productions,2608.0,11453
NWR Film Productions,12413.0,11328
Monogram Pictures,4395.0,22965
Cecchi Gori Group Tiger Cinematografica,371.0,9564
AMLF,1869.0,9564
Canal+,5358.0,9564
Bavaria Entertainment,23493.0,9564
